,Tweets,Time,loc
717,"How nice, a Peppa Pig card that says “Happy Father’s Day Dad From your daughter” I wouldn’t mind, but my daughter i… https://t.co/wv32Zwx2zc",2022-06-19 09:22:45+00:00,"Cardiff, Wales"
718,"@Pappa_ZA Happy Father's Day 

#HappyFathersDay2022 https://t.co/FX2hdnJdqC",2022-06-19 09:22:45+00:00,"Johannesburg, South Africa"
719,@soojoix Justru kalo anaknya lagi anteng papa mamanya harus cuddle,2022-06-19 09:22:45+00:00,"- Meine Liebe, @soojoix ♡
- Frontal user 🔞
- Mostly on TL
- No twins
- Alvin Nakula ᴍᴀᴛᴛʜᴇᴡ's Daddy"
720,"RT @ZukisanNdwendwe: Happy Father’s Day to my Dad, the legend. It’s a blessing to have a Father who’s a role model. I’ll forever thank God…",2022-06-19 09:22:45+00:00,Stellenbosch / Ngqeleni
721,Happy Fathers Day to my incredible husband.  Thank you for being an amazing Father and role-model to our boys x https://t.co/cnJ8RzWLjM,2022-06-19 09:22:45+00:00,"Bexley, London"
722,Happy Father’s Day to the amazing selfless hero of mine. Love you Dad ❤️❤️😘😘🤗🤗🤗🤗🤗 https://t.co/oupqLOa6TW,2022-06-19 09:22:45+00:00,
723,Happy Fathers Day. I wish I could send my tweeters the scent of these sweet peas https://t.co/QUaLF113yL,2022-06-19 09:22:45+00:00,🇪🇺🇬🇧🇲🇹
724,"Hot again. Who wants a break from their family on Father's Day &amp; come be my daddy?

I feel like providing a long lo… https://t.co/WB62D2021C",2022-06-19 09:22:45+00:00,United Kingdom
725,RT @DShenah: Who tf told us that today is fathers Day 😳😂😂💔 aaahh🚮,2022-06-19 09:22:46+00:00,Trenches
726,"RT @_Allfredo: 🥶🥶🥶🥶 connect with me , ifb instantly 🥶🥶🥶 let’s be mutuals 🤝 Happy Father’s Day",2022-06-19 09:22:46+00:00,"Kilimanjaro, Tanzania"
727,RT @Dreymwangi: Rt if you have less than 3 photos  of you with your father,2022-06-19 09:22:46+00:00,"36.7° E, 1.3° S"
728,"RT @glorytotheboys: MISSING YOU, HAPPY FATHER'S DAY DAD https://t.co/uwpcvgTWpF",2022-06-19 09:22:46+00:00,
729,RT @Minzuko_: Happy father’s day Lionnel Messi ❤️ https://t.co/GDPycBE8ha,2022-06-19 09:22:46+00:00,A town that doesn't exist
730,@1875Johnboy Happy Fathers day brother 💙,2022-06-19 09:22:46+00:00,"Birmingham, England"
731,Happy father's day to all the beautiful dad's out there ❤️,2022-06-19 09:22:46+00:00,📧: lilanga.soginga@gmail.com
732,"RT @Gutsybless: To those guys that support or gives their girlfriends money for abortion happy Father's Day....
 Read that again 🚶 🚶",2022-06-19 09:22:46+00:00,♥ Paradise ✌️
733,Everyone talks about mother's love but no one talks about a father's sacrifice. 😰 #FathersDay2022 https://t.co/rKAaHaPnsH,2022-06-19 09:22:47+00:00,"Kisii, Kenya   Moi University "
734,I pray my dad doesn’t ask me to drink with him later. I’m tired.,2022-06-19 09:22:47+00:00,
735,"If you're a present &amp; involved father in all your children's live, #HappyFathersDay to you
Gift your children the g… https://t.co/0eZEXf4XPs",2022-06-19 09:22:47+00:00,reubexg@gmail.com
736,"RT @weetu254: Wait, are these ladies wishing us Happy Father's Day the as those who trash men🤔",2022-06-19 09:22:47+00:00,
737,RT @malenamesa_: happy father’s day 🫀,2022-06-19 09:22:47+00:00,Cuba
738,RT @Davinci_ke: We are gangsters but we don't mess with ours dad's💯💯🎯😂🙌,2022-06-19 09:22:47+00:00,
739,"RT @2D_ENTPVTLTD: Team 2D wishes our first Heroes a very Happy Father's Day! 

#HappyFathersDay https://t.co/xVzVfhSB3H",2022-06-19 09:22:47+00:00,Chennai
740,@FMwenge Happy Father’s Day,2022-06-19 09:22:47+00:00,+260
741,"RT @SaversHB: To celebrate Father's Day we're giving you a chance to #WIN 1 of 2 fragrance bundles!💙

For your chance to win simply...
RT &amp;…",2022-06-19 09:22:47+00:00,"Edinburgh, Scotland"
742,"RT @Tebogo_Pta_: Still thinking about what to gift your Father for Fathers' Day? 
How about treating him with some wholesome, comforting me…",2022-06-19 09:22:47+00:00,"Durban, South Africa"
743,Can’t relate 😪,2022-06-19 09:22:47+00:00,Inside her pussy
744,Happy Fathers’ Day daddy😜,2022-06-19 09:22:47+00:00,"Durban, South Africa"
745,On this day in two years time the Nigerian rap scene will be wishing me a happy fathers day,2022-06-19 09:22:47+00:00,"Lagos, Nigeria"
746,"Today on this special day, we wish all dad's a 𝑯𝒂𝒑𝒑𝒚 𝑭𝒂𝒕𝒉𝒆𝒓'𝒔 𝑫𝒂𝒚! ! 

Vandag op hierdie spesiale dag, wens ons alm… https://t.co/vuqA6TjWqa",2022-06-19 09:22:47+00:00,Danie Odendaal Productions
747,happy father's day @sidharth_shukla 💗,2022-06-19 09:22:47+00:00,tu puchke amb laine ne?
748,RT @RoundRaychel_: Stop giving us ugly looking kids nou re tshaba go le wishetsa fathers day because re sa le kwatetse😒😒,2022-06-19 09:22:48+00:00,Pta
749,"RT @Brian_Machari7: ""Vava"" is the name for dad/father in my local language 😂
I treasure the times my dad and I used to play when I was a ki…",2022-06-19 09:22:48+00:00,"Rarieda,🇰🇪"
750,"RT @Ovo_himself449: Dark humor Sunday??💀

I went to a church full of widows and told the Children there ""Happy Father's Day"" 

Drop yours👇👇",2022-06-19 09:22:48+00:00,"Enugu, Nigeria"
751,RT @Sahilarioussss: wished my dad happy father’s day and he replied theek hai,2022-06-19 09:22:48+00:00,parallel universe
752,"RT @NomaSapienRT: Stop feminising Father's Day, it's for MALE parents, appreciate them without bringing WOMEN into it.",2022-06-19 09:22:48+00:00,
753,RT @Jooookeeeerrrr: Hello Bajwa Papa Happy Father's Day.. https://t.co/Zhcvkm0Mqx,2022-06-19 09:22:48+00:00,Pakistan
754,RT @CtoBanks: Happy Father's day to us fathers. 💜💜💜 #FathersDay #Sayen🌹🍫💜 https://t.co/ElQdrEB1vj,2022-06-19 09:22:48+00:00,"In your head,rent free!!"
755,"One promise I made to God was buy him all the luxuries life could offer, painfully the Maker called him back home 5… https://t.co/hiBMeKPOLH",2022-06-19 09:22:48+00:00,Lagos
756,"RT @_Kenyanjack: Nimepigia mzae nikamshow ""Happy father's day dad I love you"" akaniambia nijilipie fees next sem💔",2022-06-19 09:22:48+00:00,
757,RT @tattyhassan: Happy fathers day to single moms out there who had to assume the roles and responsibilities of the fathers ✨,2022-06-19 09:22:48+00:00,
758,"RT @PlayStationIN: Let’s celebrate the virtual role models who take us on amazing adventures, and make us who we are today. 
Name these Dad…",2022-06-19 09:22:48+00:00,India
759,"RT @S_K788: #احسان_کو_انصاف_دو 
#اللہ__اکبر 
#صبر 
#عدلیہ 
Father's day....magr afsos na walid rahy is dunia main or na zalimo ny beta rehn…",2022-06-19 09:22:48+00:00,Saraiki waseeb
760,RT @athanas1721: @Labella_Mafia95 R. I. P Dad😢 https://t.co/U7zv0wMWbr,2022-06-19 09:22:48+00:00,"Brighton, England"
761,RT @ChelseaFC: Happy Father’s Day to all the Chelsea dads out there! 🤗 https://t.co/tMEdg6X85r,2022-06-19 09:22:48+00:00,Nigeria
762,"Happy Father’s Day to all fathers past &amp; present. This year, I realized that, not only do I have many teachers, but… https://t.co/Y9kkSdiLK5",2022-06-19 09:22:48+00:00,"Columbia, MO"
763,"Jokes aside, happy Father’s Day to all the amazing dads out there. You’re important and you matter and you should b… https://t.co/fpKANsVSUZ",2022-06-19 09:22:49+00:00,Kenya
764,"RT @oslowric: Happy Father's Day to all fathers, especially those who have to be separated from their children. #FathersDay #Babalargünü ht…",2022-06-19 09:22:49+00:00,
765,happy father's day ig https://t.co/Hrnp2k0fJt,2022-06-19 09:22:49+00:00,she/her | 18 
766,RT @RMCF_Lighter: Happy Father's Day Sarkodie🐐 https://t.co/WDVSeJuadj,2022-06-19 09:22:49+00:00,
767,Happy Father's Day to all the lovely Dads out there. You rock!,2022-06-19 09:22:49+00:00,"Abuja, Nigeria"
768,RT @Zingi1979: Happy Father's day to Us♥️ https://t.co/8iI3tRTBl8,2022-06-19 09:22:49+00:00,"Kempton Park, South Africa"
769,Dad and daughter at the post mortem live event in Liverpool https://t.co/7PU0ToJQVB,2022-06-19 09:22:49+00:00,Manchester UK
770,just because it’s father’s day (US) doesn’t mean you have to celebrate your father. i know i’m certainly not and th… https://t.co/c8mOyTqN4Q,2022-06-19 09:22:49+00:00,He/Him | 15+acc | 18 | 🏳️‍🌈
771,My father always inspired me not to be a father. He also inspired me to think that Someday I will be a better fathe… https://t.co/5x5tA8qVhq,2022-06-19 09:22:49+00:00,sri lanka
772,RT @Shehzad_Ind: Happy Father’s Day to not just to my dad but also my mom.. she single handedly raised us when dad passed away.. she was bo…,2022-06-19 09:22:49+00:00,"Delhi/NCR, Haryana"
773,"Happy Father’s Day to all of the dads and father figures who have been a shoulder to cry on, a sounding board, and… https://t.co/4tgW6Cpa0y",2022-06-19 09:22:49+00:00,"Lagos, Nigeria"
774,"Happy Father’s Day to all the loving fathers and fathers to be.
May your strife for your family be rewarded with good ijn.",2022-06-19 09:22:50+00:00,Nigeria
775,"RT @gtbank: Happy #FathersDay from all of us at GTCO Plc.

P.S. Send this⬇️ to any Father you know. Trust us they will love it.☺️ https://t…",2022-06-19 09:22:50+00:00,Somewhere In The Universe 🌍
776,"@Bigcory0 
Happy Father's Day Big Man",2022-06-19 09:22:50+00:00,"Virginia Beach, VA"
777,"RT @_Allfredo: 🥶🥶🥶🥶 connect with me , ifb instantly 🥶🥶🥶 let’s be mutuals 🤝 Happy Father’s Day",2022-06-19 09:22:50+00:00,"Lagos, Nigeria"
778,"RT @docZmd: HAPPY FATHERS DAY TO MY ADOPTIVE FATHER, MR.V. CHAIKHWA. 

A stranger who chose me during my dark days and stood by side to be…",2022-06-19 09:22:50+00:00,Selibe Phikwe
779,"Happy Father's Day 

#FathersDay https://t.co/xcBHpPgodV",2022-06-19 09:22:50+00:00,pali marwad Rajasthan india
780,"Wishing all of the dads, grandads and step-dads in our community a happy Father’s Day! You are loved and appreciate… https://t.co/UzeP7D4Iv9",2022-06-19 09:22:50+00:00,"Billericay, Essex."
781,RT @Jooookeeeerrrr: Happy Father's Day ... https://t.co/HIbM95dVwa,2022-06-19 09:22:50+00:00,Pakistan
782,"RT @GMLovlyGlambert: ❤ my creature, my lead, my role model, love and miss you dad 💙 Happy Fathers Day 💛🤗 https://t.co/ytftiLaEwF",2022-06-19 09:22:50+00:00,Auvergne France 💜💙
783,"RT @ofl_zeezah: Father's day not boyfriend's day🤦‍♀️
Some gals are stupid sha💔.",2022-06-19 09:22:50+00:00,"Ilorin, Nigeria"
784,"RT @YesFMIbadan: Happy Father's Day

#FathersDay2022 https://t.co/lg6Bjkp31n",2022-06-19 09:22:51+00:00,
785,"#CongregationalPrayer: Father receive our praise and worship , be exalted in our life , in our family ,our church ,… https://t.co/w7W3mUK83x",2022-06-19 09:22:51+00:00,"Lagos, Nigeria"
786,"Please, we celebrated some fathers on children’s day… let’s not be confusing this thing!!!",2022-06-19 09:22:51+00:00,Aye___?
787,"Happy fathers day, @kaihavertz29 https://t.co/unjG5ZuUVp",2022-06-19 09:22:51+00:00,Pendu's basement
788,RT @YELYAHRIOTT: happy father’s day ❤️ https://t.co/8eTjPiARH0,2022-06-19 09:22:51+00:00,Colombia🏳️‍🌈
789,"""Warm wishes on Father's Day to all the fantastic dads. You all are your best to fulfill every demand and dream of… https://t.co/xOhR3ZvChi",2022-06-19 09:22:51+00:00,"Accra, Ghana"
790,"RT @NShezi: Dear @PresJGZuma
Happy Father's Day. You are a father of the nation and indeed of our revolution. We vow to fight until we atta…",2022-06-19 09:22:51+00:00,Mpofana
791,RT @KETSO4_LIFE: Good morning ground forces and happy fathers day to all the fathers out there. https://t.co/fT4jUmO4xA,2022-06-19 09:22:51+00:00,South Africa
792,"RT @VisitEastbourne: Wishing all of the dads, step dads, dads-to-be, grandfathers and father figures a very Happy Father's Day from Eastbou…",2022-06-19 09:22:51+00:00,"Brighton & Hove, UK"
793,RT @sel3phi: Anya please have mercy for your dear father #spy_family #spyxfamily https://t.co/CgfjEbt2xO,2022-06-19 09:22:51+00:00,Cuddling Takao Kazunari
794,RT @Jemima_Khan: Happy Father Figure’s Day ❤️ @BenGoldsmith https://t.co/DPl7wyfyzM,2022-06-19 09:22:51+00:00,"Malmo Sweden. Islamabad, Pak"
795,RT @_chookz: Happy Father’s Day 🥂 https://t.co/3gIGmj5PrW,2022-06-19 09:22:52+00:00,"Chicago, IL"
796,"RT @AbajinginMalvin: Happy father's day to all the men who stalled their dreams just to brighten that of their kids ...
Men who sacrificed…",2022-06-19 09:22:52+00:00,♥ Paradise ✌️
797,RT @Tea_holicc: Desi dad when you say happy father's day Papa https://t.co/uHg8DjVPFZ,2022-06-19 09:22:52+00:00,universe
798,"@NotDarkYet5 my dad played trombone back in the big band era, and he just loved louis armstrong. he shook his hand… https://t.co/93CeGGH6qp",2022-06-19 09:22:52+00:00,nola via bama via nola
799,"RT @janetmachuka_: Happy Father's Day to all dads out there. And to you all with dads, make this day special to them. Some of us are flippi…",2022-06-19 09:22:52+00:00,"Eldoret, Kenya"
800,Happy Father’s Day @didierdrogba https://t.co/AxJwiLOGDC,2022-06-19 09:22:52+00:00,
801,RT @AlteGangsta: You Dey wish your papa happy Father’s Day for status wey you block am,2022-06-19 09:22:52+00:00,Baker Street... 
802,"RT @hartng: Happy Father's Day to all those fathering their younger one's due to vagaries of life.

Grace abound to you.",2022-06-19 09:22:52+00:00,"Lagos,Calabar,Aba"
803,"happy father's day papa, daddy, tatay, titos and kuyas mahal ko kayo ❤️❤️",2022-06-19 09:22:52+00:00,"Kabacan, Soccsksargen"
804,"RT @kofobeckley1: Thanking these fathers for the wonderful things you do, above and beyond. Be sure to have a fun-filled day! @DeleFarotimi…",2022-06-19 09:22:52+00:00,EARTH IS MY HOME.
805,"RT @jon_d_doe: program. Almost Everyone will start from little and grow together &amp; achieve greater heights.

Your father should be able to…",2022-06-19 09:22:53+00:00,
806,"Remembering the shining example to me and my three brothers, of what it meant to be a good and decent man! Miss you… https://t.co/p38w2mK5Qi",2022-06-19 09:22:53+00:00,"Orlando, Florida"
807,RT @UTDTrey: Happy Father's day @Cristiano @Arsenal ❤️ https://t.co/TZlF4oDzPT,2022-06-19 09:22:53+00:00,Kwetu
808,"RT @NipaNua6: Every time she go preg you say make she go abort, Master eliminator make I see your Father’s Day tweet for here you go see sh…",2022-06-19 09:22:53+00:00,Ghana
809,What if I’m only very handsome? I don’t deserve Happy Father’s Day? 😔,2022-06-19 09:22:53+00:00,"Accra, Ghana"
810,My boo deserves everything for Father’s Day. Can’t wait to give it to him. 💗,2022-06-19 09:22:53+00:00,
811,RT @ChelseaFC: Happy Father’s Day to all the Chelsea dads out there! 🤗 https://t.co/tMEdg6X85r,2022-06-19 09:22:53+00:00,🌍🌎🌏
812,RT @DiscoJerDee: Happy father’s day sa mga masasarap na daddy diyan,2022-06-19 09:22:53+00:00,Ivalice
813,"RT @AWaziri7: A proud father, grand father.. lover of children, a philanthropist and true Democrat. H.E @atiku 

#FathersDay https://t.co/e…",2022-06-19 09:22:53+00:00,
814,"RT @TheBetrayalKiss: Happy Father's day🌹

Where do Single people get S*ex from..?🍆🍑🥴 https://t.co/D8nUJ3PWOv",2022-06-19 09:22:53+00:00,"87,mars"
815,RT @iamsanvisudeep: @KicchaSudeep Happy Father’s Day 💝 https://t.co/JNlyMNvrj5,2022-06-19 09:22:54+00:00,Banglore/Mundgod
816,"RT @_Allfredo: 🥶🥶🥶🥶 connect with me , ifb instantly 🥶🥶🥶 let’s be mutuals 🤝 Happy Father’s Day",2022-06-19 09:22:54+00:00,Somewhere around Pretoria 
817,@uNkuluPapi Happy fathers day ❣️🥺,2022-06-19 09:22:54+00:00,"Johannesburg, South Africa"
818,RT @FlyFitFactory: Happy Father's Day 💙 💖 💓 https://t.co/FUVVI7zaqr,2022-06-19 09:22:54+00:00,
819,RT @No_butReallytho: @Tshoki_Moses @_uNtando 😂😂 the drama in this video. Happy Fathers Day,2022-06-19 09:22:54+00:00,"Bloemfontein, South Africa"
820,@NoFutur3_ Happy fathers day fiq,2022-06-19 09:22:54+00:00,middle earth
821,"Your love is Greater.

Our Almighty Father,
Happy Father's Day!",2022-06-19 09:22:54+00:00,Republic of the Philippines
822,"वाह, क्या बात है! 
पिता-पुत्र दोनों आईपीएस ,एक दूसरे सैल्यूट करते हुए @IPS_Association @vermaabhishek25 #FathersDay",2022-06-19 09:22:54+00:00,"Lucknow, India"
823,Happy Father’s Day to my Hero. Thank you for all you do. I pray you live long the fruit of your labor 🙏 https://t.co/2SV42z9vCZ,2022-06-19 09:22:54+00:00,"Lagos, Nigeria"
824,@ronaldgiphart @radioveronica Father and Son van Cats Stevens. Zo mooi,2022-06-19 09:22:54+00:00,Helmond
825,Happy Father's Day to my Hero https://t.co/lbAo1Euv3o,2022-06-19 09:22:54+00:00,
826,"RT @YoursEesha: Happy Father’s Day daddy ❤️

#FathersDay https://t.co/Q88ekknysE",2022-06-19 09:22:54+00:00,
827,"RT @DanielleLargier: Bonjour à toutes et à tous ☀️✨🕊
Bon dimanche #Twitter 🌟✨🦢

Bonne fête mon petit papa😘🫶🌟💫✨✨✨✨✨✨✨✨✨✨✨✨✨
&amp; bonne fête à t…",2022-06-19 09:22:54+00:00,France
828,"RT @Yourr__Ex: Father's day us ladke ko bhi jo ""daddy"" sunna pasand karte h apni gf se .",2022-06-19 09:22:54+00:00,भारत
829,"RT @_Allfredo: 🥶🥶🥶🥶 connect with me , ifb instantly 🥶🥶🥶 let’s be mutuals 🤝 Happy Father’s Day",2022-06-19 09:22:55+00:00,Lweza besides mogas petro stn 
830,Happy Father's Day...Another hot day on tap for North Texas with some isolated storm chances after 1 p.m.  Keep an… https://t.co/b89IxyxPFq,2022-06-19 09:22:55+00:00,"Fort Worth, Texas"
831,RT @omwambKE: Let us do a thread of hardworking father's. https://t.co/fQRBMISilo,2022-06-19 09:22:55+00:00,Мilkу Шау Gаlаху
832,RT @TheScottAdkins: Happy Fathers Day to the man that supported me and motivated me to be the best martial artist I could possibly be.  Tha…,2022-06-19 09:22:55+00:00,Republic of the Philippines
833,🥺,2022-06-19 09:22:55+00:00,
834,Happy father's day to all dad's.,2022-06-19 09:22:55+00:00,Earth 
835,"RT @Upsydaizy28: I told my father I’d like to intern with GTBank when I was in Uni, my father drove from Akure to Oyin Jolayemi (VI), asked…",2022-06-19 09:22:55+00:00,Somewhere in the world 😑
836,happy father's day baby I am now pregnant with our child https://t.co/T09EmQLlau,2022-06-19 09:22:55+00:00,+63 | she • 20
837,Gipanggreet nakog happy fathers' day tanan nakatilaw sa akoa! Hahahahaha,2022-06-19 09:22:55+00:00,
838,"RT @PTC_Network: #HappyFatherDay2022 wishes LIVE: #HoneypreetInsan wishes #FatherDay to 'Guru Papa' #GurmeetRamRahim

#FathersDay2022 #fath…",2022-06-19 09:22:55+00:00,India
839,😭😭😭😭😭😭😭😭,2022-06-19 09:22:56+00:00,
840,"RT @Anagazo: As much as you want to wish your mother happy Father’s Day, when you’re filling bank forms make sure you tick that she’s your…",2022-06-19 09:22:56+00:00,Nigeria
841,Happy Father’s Day to the loml❤️,2022-06-19 09:22:56+00:00,
842,RT @cillastubbs: Father's Day Giveaway - Win a Sammy Satsuma Recipe Book worth £34.99 - The Frenchie Mummy - https://t.co/m1rVIQeU4N via @F…,2022-06-19 09:22:56+00:00,"Ashford, England"
843,"RT @skepsel_sa: Gents le thotse zaka ya fathers day.

Nna niks https://t.co/J0QViKWP16",2022-06-19 09:22:56+00:00,My Height 
844,"I’ve got a present for all you sexy dads out there…. 35% discount!

I want to see all those hot dad bods in my inbo… https://t.co/LmyV7ERd4q",2022-06-19 09:22:56+00:00,"Sheffield, England"
845,RT @WUTangKids: Strong Father’s Day vibes in Oakland https://t.co/6XWso05BWD,2022-06-19 09:22:56+00:00,Somewhere in Colorado
846,"""Potential Father's Day""??? Arrrnnn oh okay",2022-06-19 09:22:56+00:00,peace of mind
847,@TysonRamushu Happy Father's day to you,2022-06-19 09:22:56+00:00,Pretoria
848,"RT @sagarcasm: Me: Happy Father's Day...

Dad: https://t.co/tQrzRaGHo6",2022-06-19 09:22:56+00:00,"Vadodara, India"
849,"RT @423yoitt: seol as her dad, jeno 

a father's day special thread for our cat dad, jeno lee 🫶🏻 https://t.co/zPr6GaRnxA",2022-06-19 09:22:56+00:00,she/her +60
850,Happy Fathers Day to all dads (even centrist ones)!,2022-06-19 09:22:56+00:00,"Wylam, Northumberland."
851,"RT @allontheboard: Happy Father’s Day to all of the dads on Earth and the dads who look over us from above. 
@allontheboard 

#FathersDay #…",2022-06-19 09:22:57+00:00,United Kingdom
852,"RT @PTC_Network: #HappyFatherDay2022 wishes LIVE: #HoneypreetInsan wishes #FatherDay to 'Guru Papa' #GurmeetRamRahim

#FathersDay2022 #fath…",2022-06-19 09:22:57+00:00,In 💓 GOD
853,RT @cocobrownza: Happy Father’s Day 🤍✨,2022-06-19 09:22:57+00:00,"Johannesburg, South Africa"
854,HAPPY FATHERS DAY TO ALL DADS https://t.co/QORGeb4jaX,2022-06-19 09:22:57+00:00,Donegal
855,“Not all heroes wear capes.” -- Happy Father's Day to all the amazing dads out there. Thank you for all you do🍾… https://t.co/BV7aAYD4xn,2022-06-19 09:22:57+00:00,United States
856,@AbsoluteChelsea @DiMarzio Rt https://t.co/48DDKhVfxx,2022-06-19 09:22:57+00:00,helsinki
857,"RT @Upsydaizy28: I told my father I’d like to intern with GTBank when I was in Uni, my father drove from Akure to Oyin Jolayemi (VI), asked…",2022-06-19 09:22:57+00:00,
858,💪,2022-06-19 09:22:57+00:00,My Space
859,"RT @Yanga_Co: ""happy Father's day to me"" 

Some women should stop thinking they are doing anybody a favour for taking care of their kids.",2022-06-19 09:22:58+00:00,THOHOYANDOU
860,"RT @ChrisRoberts8: What a beautiful Father’s Day present from my boy 😍

@piresrobert7 @arsenal @ArsenalShirt @dawesy2801 @ShirtsArsenal @ar…",2022-06-19 09:22:58+00:00,
861,"Happy Father’s Day to us !!! 
Even if we never born pikin, at least someone’s daughter don call us daddy before🤦🏾‍♂️ https://t.co/yAsBnL8LNt",2022-06-19 09:22:58+00:00,On the Stage
862,https://t.co/69FuVNLhjb,2022-06-19 09:22:58+00:00,South Africa
863,"RT @Buster443: Happy Father's day, from the best son in the world 🌍 https://t.co/3sBbvUCgFY",2022-06-19 09:22:58+00:00,
864,RT @A_OThalapathy: Son                                    Father https://t.co/EJr1xsiOnc,2022-06-19 09:22:58+00:00,
865,"RT @darlyn_ama: We honour daddies and papa's today. God bless them for their love and care. 

Happy father's day to all❤🤗.",2022-06-19 09:22:58+00:00,🤫
866,RT @thatssomichelle: my dad is funny in egypt also https://t.co/hBZWGbPhEO,2022-06-19 09:22:58+00:00,"221B, Baker Street"
867,"RT @PstChibuzorGift: The lord is my strength 

I’m healed 

Something huge is cooking up 

HAPPY FATHERS DAY TO ME https://t.co/CxGzsPtiCM",2022-06-19 09:22:58+00:00,"Lagos, Nigeria"
868,"RT @pulkit5Dx: Me Wishing My Dad ""Happy Father's Day"" With 4 Backlogs

My Dad-: https://t.co/Z2exVaNHNZ",2022-06-19 09:22:58+00:00,झुम्रितालैया
869,RT @HendricksSumaya: Happy Father's day @SizweMpofuWalsh 💞💞 ❤❤ https://t.co/J2M4NN7nuM,2022-06-19 09:22:59+00:00,
870,"RT @mjbyers333: Happy Father's Day, Aldo &amp; John! Godspeed R.I.P. 🙏 🙏 @JarettAndretti #AllAndretti @checkit4andreti https://t.co/RfGtgxxHXY",2022-06-19 09:22:59+00:00,
871,RT @is_salsu: Happy Father’s Day to the amazing Fathers. I pray that God takes you to the level you aspire in life. May God give you wisdom…,2022-06-19 09:22:59+00:00,Under Rock
872,"RT @sanginisaheli: Happy Father's Day to all
the father figures out there! Whether you are a Dad, पापा, अब्बा, Stepdad, stepping up as a da…",2022-06-19 09:22:59+00:00,India
873,A car for my dad 🙏🏾,2022-06-19 09:22:59+00:00,On my bed
874,"RT @Zack_Djean: A special tribute to my father and many others who left us, mothers who are providing he fatherhood figure to their childre…",2022-06-19 09:22:59+00:00,"Soweto, South Africa"
875,RT @TshepoTsala: Happy Father’s Day gentlemen! https://t.co/9FIBt0sFYw,2022-06-19 09:23:00+00:00,Namibia
876,RT @KozieOzie: Happy Father’s Day ❤️,2022-06-19 09:23:00+00:00,Ghana
877,happy fathers day mr liu ! https://t.co/P6Y0gca9iE,2022-06-19 09:22:59+00:00,+63 • SHE15HER
878,"E Reach To Post Your Dad,U Dey Claim Maturity

If Nah Otedola Born You, You Go Hide Han?💔😂",2022-06-19 09:23:00+00:00,
879,Who said that Father's Day is also a Single Mother's acknowledgement Day?,2022-06-19 09:23:00+00:00,"Nairobi, Kenya"
880,RT @OlenaHalushka: It's Father's Day today. I don't have statistics but assume that the russian war has separated the majority of Ukrainian…,2022-06-19 09:23:00+00:00,"Omnipresent, aren't you?!"
881,First world problem: Which doll to bring out for father's day dinner and what should he wear hehe...,2022-06-19 09:23:00+00:00,"multiship, personal acc"
882,"Happy Father's Day Nxamalala.  You are a father , not just to your own children,  but many in South Africa.  Inkosi… https://t.co/DXP5qUlGmh",2022-06-19 09:23:00+00:00,Ulundi
883,"باپ ایک ایسا انسان ہے 
جس کے سائے میں اولاد راج کرتی ہے 💞
Happy Father's Day Lifeline 😘
#FathersDay https://t.co/QeZhPZbT10",2022-06-19 09:23:00+00:00,"Lahore, Pakistan"
884,"RT @SheWore: Happy fathers day gents...

Thoughts with those who will be missing there fathers today.

Special mention to all the ladies wh…",2022-06-19 09:23:00+00:00,"London, England"
885,RT @DBLACKGH: Happy Fathers Day to all the fathers on here. Have an amazing one !!! GOD’s blessings always 🥂❤️,2022-06-19 09:23:00+00:00,
886,We would love to see your favourite photos with your dad 😍 https://t.co/NS8zY96N16,2022-06-19 09:23:00+00:00,"Dumbarton, Scotland"
887,"RT @yeezy_gram: Hi guys, this is a very difficult time for me and my family but we’ve no other choice than to do this. My father was kidnap…",2022-06-19 09:23:00+00:00,
888,RT @lizzienugent: I’d like to see a recommended book list for Father’s Day that included books written by women. Your Dad’s testicles won’t…,2022-06-19 09:23:00+00:00,"Oxford, UK   "
889,@EstherPassaris Happy Fathers Day #fatherdaughter,2022-06-19 09:23:00+00:00,"Harrow, London"
890,"RT @_AfricanSoil: Happy Father's to the great fathers, especially those who love their country and its people...🎉🎈🎊 https://t.co/Y1W316keVi",2022-06-19 09:23:00+00:00,Mpofana
891,RT @rutune_motorW: Happy father's day from our team to all father figures out there. https://t.co/t3dJor0CV7,2022-06-19 09:23:00+00:00,Earth 
892,"DAD.... a son's first hero, a daughter's first love. 
Happy Father's Day to Dads everywhere! https://t.co/k9yFWQJZSz",2022-06-19 09:23:00+00:00,United Kingdom
893,@GemLouP I lost my dad when I was 20 and there are still days when I miss that unconditional love.... 💔,2022-06-19 09:23:00+00:00,Manchester
894,"🎊📣🎊2022年6月19日～祝福父親節快樂！
🎊😄🎊19 June 2022 ~Congratulations Happy Father's Day! https://t.co/5jYCS0DZXt",2022-06-19 09:23:00+00:00,
895,RT @bheringz18_b: Happy Fathers Day maDyan 🙏🏾🙏🏾. And if you’re a Deadbeat Fokof.,2022-06-19 09:23:01+00:00,Cape Town| East London 
896,Accidentally spoke to my dad with Fucking problems playing in the background 😭😭😭😭,2022-06-19 09:23:01+00:00,
897,"RT @SecondGentleman: There’s no better way to kick off Father’s Day weekend than with a few dad jokes. Here’s to all the dads, step-dads, a…",2022-06-19 09:23:01+00:00,Global
